Kingdom	Phylum	Class	Order	Family	Genus	Species	u1_S_PC	u2_S_PCD	u3_S_PC	u4_S_PC	u5_S_PCD	u6_S_PC	u7_S_PC	u8_S_PC	u9_S_PCD	u10_S_PC	u11_S_PC	u12_S_PCD	u13_S_PC	u14_S_PCD	u15_S_PC	u17_S_PC	u18_S_PCD	u19_S_PCD	u20_S_PCD	u21_S_PC	u22_S_PC	u23_S_PC	u24_S_PCD	u25_S_PC	u26_S_PC	u27_S_PCD	u28_S_PCD	u29_S_PC	u30_S_PC	u31_S_PC	u32_S_PCD	u33_S_PCD	u34_S_PCD	u35_S_PCD	u36_S_PCD	u37_S_PCD	u38_S_PCD	u39_S_PC	u40_S_PCD	u41_S_PCD	u42_S_PC	u43_S_PC	u44_S_PCD	u45_S_PCD	u46_S_PCD	u47_S_PC	u49_S_PC	u50_S_PC	u51_S_PCD	u52_S_N	u53_S_P	u54_S_N	u55_S_P	u56_S_N	u57_S_N	u58_S_N	u59_S_N	u60_S_N	u61_S_N	u62_S_P	u63_S_N	u64_S_N	u65_S_P	u66_S_N	u67_S_P	u68_S_N	u69_S_N	u70_S_N	u71_S_N	u72_S_N	u73_S_N	u74_S_N	u75_S_P	u76_S_PD	u77_S_P	u78_S_N	u79_S_N	u80_S_N	u81_S_N	u82_S_N	u83_S_N	u84_S_PD	u85_S_PD	u86_S_P	u87_S_P	u88_S_P	u89_S_N	u90_S_N	u91_S_N	u92_S_N	u93_S_N	u94_S_P	u95_S_N	u96_S_N	u97_S_P	u98_S_PD	u99_S_N	u100_S_PD	u101_S_N	u102_S_N	u103_S_PD
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8_39	2_12_FULL_64_23	2_12_FULL_64_23_sp016649475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8_39	2_12_FULL_64_23	2_12_FULL_64_23_sp919902965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	2_12_FULL_67_15	2_12_FULL_67_15	2_12_FULL_67_15_sp016872535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	34_65_8	34_65_8_sp023384025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	3_1_20CM_4_69_9	3_1_20CM_4_69_9_sp001920085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Dormibacterota	Dormibacteria	Dormibacterales	Dormibacteraceae	40CM_4_65_16	40CM_4_65_16_sp005881275	0	0	0	0	0	0	0	0	0	2.15e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	49_20	49_20_sp002417685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	62_47	62_47_sp017305535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	69_11	69_11_sp017304945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	AC2028	AC2028_sp017544405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	AC2028	AC2028_sp017940415	0	0	0	0	0	0	0	0	3.14e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	AC2028	AC2028_sp902790935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinomycetota	UBA4738	UBA4738	HRBIN12	AC_51	AC_51_sp005883885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53e-06	0	0	0	0	0	0	0	0	0	0
Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	AG1	AG1	AG1_sp003116855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02e-05	0	2.02e-05	3.41e-05	0	0	0	2.13e-05	2.08e-05	0	0	0	0	0	0	0	0	0	0	7.77e-05	0	1.36e-05	2.43e-05	0	5.57e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	ALPHA2B	ALPHA2B_sp005503065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	ALPHA2B	ALPHA2B_sp901875635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1_6	AR31	AR31_sp003221595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	AV40	AV40_sp003218705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	AWTP1_13	AWTP1_13_sp024281145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	AWVT01	AWVT01_sp000469545	1.24e-05	6.91e-06	1.03e-05	1.01e-06	0.000106273	0	1.56e-06	2.05e-06	2.5e-06	0	2.39e-05	2.85e-06	0	9.62e-06	1.54e-05	5.29e-06	6.01e-06	1.04e-05	8.81e-06	9.86e-06	0	7.9e-06	2.42e-06	3.01e-06	0	1.89e-06	6.82e-06	4.38e-07	0	5.5e-06	6.2e-07	1.16e-06	2.79e-06	9.52e-05	0	0	2.58e-06	2.28e-06	8.46e-06	1.59e-06	4.45e-06	1.43e-05	9.1e-07	0.000383846	0	2.42e-05	0.001469541	9.64e-07	1.57e-05	0	0	3.03e-06	4.28e-05	0	1.57e-05	1.43e-06	1.34e-06	0	3.62e-06	1.46e-06	2.41e-06	0	1.16e-06	0	0	5.15e-07	3.62e-05	0	0	9.26e-06	0	4.81e-05	7.46e-06	0.000159408	0.000120031	0	2.98e-05	1.93e-06	1.61e-06	0	0	5.85e-07	8.45e-06	6.85e-06	0.000124513	2.41e-06	2.72e-05	0	0	2.33e-06	1.91e-06	3.2e-06	7.53e-06	3.92e-05	3.46e-06	8.37e-07	1.93e-06	4.4e-05	2.75e-06	0	0
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	AWVT01	AWVT01_sp916439735	1.33e-05	0.000100741	0.000426644	0	0	7.85e-06	3.34e-05	0	1.17e-05	0	0	7.92e-05	0	1.06e-05	2.28e-05	0	5.15e-06	7.9e-06	0.000420761	7.14e-06	0	0	0	9.27e-06	0	0.000102262	0	0	5.66e-06	3.31e-05	0	3.01e-06	9.67e-06	4.65e-05	0	0	9.36e-06	0	4.08e-06	0	0	0	0	0.000334856	0	0	0.00027885	3.07e-06	7.89e-06	0	0	0	0	0	4.7e-06	6.44e-06	1.15e-05	0	9.42e-06	0	2.33e-05	0	0	2.19e-06	0	0	3.35e-05	0	2.35e-06	4.12e-05	0	0	0	3.53e-05	6.32e-06	1.47e-05	0	3.88e-06	4.54e-06	3.85e-06	0	0	0	2.8e-06	0	0	0	0	0	0	0.000260701	0	2.46e-05	5.96e-05	0	0	2.59e-06	2.28e-06	0	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia_defectiva	0.000229941	0.000215616	0.000282358	0.000265874	0.000209829	0.001368198	0.000379049	0.000120774	0.001827939	0.002576709	8.83e-05	0.001006412	0.000138513	0.001319773	2.3e-05	0.000102289	0.000271745	0.001016222	0.000488992	0.000438979	4.42e-05	0.000423819	0.001767396	0.000187452	0.00203527	0.000886251	0.002963002	0.003914261	0.001722517	0.000275974	0.000250515	9.67e-05	0.000616762	0.000487498	0.000633921	0.000684497	0.000137475	7.63e-05	0.002197529	0.00102753	0.000900756	0.000161372	0.003425044	0.001740175	8.5e-06	0.000350455	1.4e-05	0.000630645	0.000236006	0	8.57e-05	0	0	2.9e-05	0.000393592	0	0.000806812	8.6e-06	0.000649024	0.000276639	0.002455608	0.002383815	1.1e-05	4.77e-05	0.001556925	0	0.000357052	1.93e-05	0.00033857	8.86e-05	3.32e-05	0	0.000260155	0.001329199	0.001911158	0.000186503	0.000716619	0.011414859	9.62e-06	9.7e-05	1.14e-05	0.002986196	0.001499963	0.000233043	5.61e-05	0.000201497	0	0	0	0.000530656	4.43e-05	0.002207538	0.000106133	0.000187897	0.000196061	3.09e-05	1.3e-05	4.57e-05	0.000255294	8.32e-05	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia_sp001815865	0.0010937	0.000901922	0.001118924	0.001451551	0.000387495	0.005043582	0.000457281	0.00055348	0.007125606	0.006499937	0	0.000837538	0.001631987	0.004920822	0.000221839	0.000421063	0.00046562	0.00219209	0.003026965	0.001819604	0.000215635	0.003756818	0.004973826	0.001704934	0.021119038	0.001222973	0.019976838	0.012199305	0.008450129	0.002440252	0.001766954	0.000826666	0.001792161	0.003366473	0.003995832	0.004724901	0.001135644	4.14e-05	0.00764545	0.002375647	0.002352719	0.001251006	0.018515652	0.002621104	0	0.001689245	4.83e-06	0.001845948	0.000858381	8.38e-06	0.000760264	0	0	0.000183871	0.000854147	6.13e-06	0.00530843	1.66e-05	0.004312551	0.002808666	0.003769485	0.000795344	2.43e-05	0.000386548	0.009011759	1.46e-05	0.000354585	0	1.18e-05	0.00060392	7.39e-06	9.34e-05	0.000901007	0.001598493	0.000223629	0.000400065	0.002305608	0.004386723	7.06e-06	0.000181765	2.02e-05	0.005562081	0.002143068	0.000341421	2.61e-05	0.001830221	0.000218444	0.002212304	0.00015958	0.00185795	0.000200031	0.004219738	0.000789018	0.00053472	0.000922878	0	6.38e-05	2.02e-05	0.00029306	3.31e-05	0.000599083
Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	OUC007	Abyssibacter	Abyssibacter_profundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Accumulibacter	Accumulibacter_cognatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Accumulibacter	Accumulibacter_sp023806565	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor_sp003612485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor_sp900066565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4e-06	0	0	0	0	0	0.000168269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
