Kingdom	Phylum	Class	Order	Family	Genus	Species	u1_S_PC	u2_S_PCD	u3_S_PC	u4_S_PC	u5_S_PCD	u6_S_PC	u7_S_PC	u8_S_PC	u9_S_PCD	u10_S_PC	u11_S_PC	u12_S_PCD	u13_S_PC	u14_S_PCD	u15_S_PC	u17_S_PC	u18_S_PCD	u19_S_PCD	u20_S_PCD	u21_S_PC	u22_S_PC	u23_S_PC	u24_S_PCD	u25_S_PC	u26_S_PC	u27_S_PCD	u28_S_PCD	u29_S_PC	u30_S_PC	u31_S_PC	u32_S_PCD	u33_S_PCD	u34_S_PCD	u35_S_PCD	u36_S_PCD	u37_S_PCD	u38_S_PCD	u39_S_PC	u40_S_PCD	u41_S_PCD	u42_S_PC	u43_S_PC	u44_S_PCD	u45_S_PCD	u46_S_PCD	u47_S_PC	u49_S_PC	u50_S_PC	u51_S_PCD	u52_S_N	u53_S_P	u54_S_N	u55_S_P	u56_S_N	u57_S_N	u58_S_N	u59_S_N	u60_S_N	u61_S_N	u62_S_P	u63_S_N	u64_S_N	u65_S_P	u66_S_N	u67_S_P	u68_S_N	u69_S_N	u70_S_N	u71_S_N	u72_S_N	u73_S_N	u74_S_N	u75_S_P	u76_S_PD	u77_S_P	u78_S_N	u79_S_N	u80_S_N	u81_S_N	u82_S_N	u83_S_N	u84_S_PD	u85_S_PD	u86_S_P	u87_S_P	u88_S_P	u89_S_N	u90_S_N	u91_S_N	u92_S_N	u93_S_N	u94_S_P	u95_S_N	u96_S_N	u97_S_P	u98_S_PD	u99_S_N	u100_S_PD	u101_S_N	u102_S_N	u103_S_PD
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A_paranthracis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A_thuringiensis_S	0	0.00010966	0	0	0	4.42e-06	0	6.46e-06	0	0	0	1.01e-05	0	0	0	0	0	0	0	0	1.11e-05	0	0	2.21e-05	0	0	7.39e-05	0	0	0	0	7.65e-06	0	0	0	0	0	0	0	0.000249124	0	0	0	0	0	0	0	0.000234354	3.37e-05	2.51e-05	5.42e-05	0	5.35e-05	0	0	6.64e-06	7.12e-06	0	0	0	0	2.74e-05	0.000148596	2.49e-05	0	0	0	0	3.79e-06	0	0	0	8.05e-06	0	3.29e-06	2.37e-05	0	0	1.93e-06	4.7e-06	6.41e-05	0	1.52e-05	0	6.89e-06	0	0	0	0	0	0	0	0	3.56e-05	0	0	0	0	4.07e-05	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A_toyonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A_wiedmannii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	DSM_18226	Bacillus_BD	Bacillus_BD_endozanthoxylica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	DSM_18226	Bacillus_BD	Bacillus_BD_tuaregi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37e-06	0	0	0	0	0	0	0	0	0	5.44e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales_H	Bacillaceae_D	Bacillus_H	Bacillus_H_rhizosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	JACDOC01	Bacillus_O	Bacillus_O_sp014896555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_licheniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_safensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_subtilis	0	0	0	0	0	0	2.77e-05	0	0	0	0	0	3.65e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_velezensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D_periocalifornicus	8.3e-06	4.85e-05	0	5.36e-06	0	5.03e-05	0	6.1e-05	0	0.0001528	6.55e-05	0.000216032	0.000115442	8.23e-06	3.43e-06	0.000211198	0	3.92e-05	0.000153807	2.68e-05	0	0	0	3.64e-06	0	0	0	0	2.82e-05	0	5.94e-05	4.79e-06	0	4.02e-05	7.88e-05	8.21e-06	0	1.34e-05	2.26e-05	6.18e-06	0	0.0001017	0	0	0	0	6.13e-05	0	9.61e-05	0	6.95e-05	0	0.000266424	0	0	0	0	0.000438267	4.07e-05	4.26e-05	0	0	0.000287575	2.5e-05	4.53e-05	0	2.41e-05	2.19e-05	5.49e-06	8.95e-05	0	0	0.000175065	3.51e-05	0	9.41e-06	0	2.15e-06	0	1.69e-05	0	4.3e-06	3.96e-06	3.31e-05	0.000917609	3.5e-05	0	9.79e-05	0	0	3.96e-05	2.23e-05	5.28e-06	0.001015314	2.42e-05	0	1.41e-05	5.28e-06	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D_sp013333195	0.000291182	0.000554017	0.006173922	4.39e-06	1.11e-06	0.000157283	0.001257392	3.31e-05	9.85e-06	6.88e-05	0.000192015	0.000420665	0.00043807	0	8.71e-05	0.00102273	1.06e-05	0.000435058	0.000402227	2.38e-05	0.000614888	4.81e-05	0.000267437	0.000295643	0.000273277	2.14e-05	3.09e-06	0.001530416	7.18e-06	0.000264606	0.000997385	0.000493501	0.003495715	0.000155721	0.000327033	0.000940239	1.32e-06	4.7e-05	0.000449226	0.000143879	0.000168782	0.00058884	0	0.000152263	0	0.001784821	3.01e-05	0.003556756	0.002694276	7.21e-05	0.000129233	0.000306971	0.00052153	8.03e-06	2.58e-06	0.000734039	0.00041732	7.39e-05	0.000872463	6.94e-05	0.000208653	0.000629832	0.000296813	6.58e-05	2.07e-05	0.001496341	6.53e-06	0.000203498	4.34e-05	2.67e-06	0.000535363	5.39e-06	0.000726181	7.84e-05	0.000151427	0.000135562	0	1.43e-06	0	1.31e-05	1.69e-05	4.77e-06	0.000106182	0.002725991	5.56e-05	0.000843311	7.13e-05	0.00048593	0.000238436	0.004191077	0.001621326	0.002390785	0.000647795	0.000191257	0.000347195	3.25e-06	0.000126892	0.000314323	0.000428972	3.65e-06	8.98e-05
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D_sp013333835	0	4.63e-06	0	0	0	1.32e-05	0	0	0	7.21e-05	0	7.39e-06	3.07e-05	3.17e-05	2.71e-06	8.72e-05	0	2.69e-06	6.61e-05	0	0	0	0	0	0	0	0	0	8.52e-06	0	1.45e-05	0	0	2.06e-05	6.74e-06	0	0	0	0.000103526	0	0	3.26e-05	0	0	0	0	1.31e-05	0	3.88e-06	0	1.82e-05	0	8.15e-05	0	0	0	0	0.000114029	1.06e-05	1.43e-05	0	0	9.1e-05	0	0	0	9.09e-06	7.27e-06	0	0.001105866	0	0	5.19e-05	0.000406806	0	0	0	0	0	6.55e-06	0	0	0	8.33e-06	2.09e-05	5.54e-06	0	0.001643876	0	0	5.05e-06	0	0	2.23e-05	0	0	0	3.65e-06	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D_sp905373475	0.000427601	0.000482931	2.98e-06	0.00041481	0.000108293	1.26e-05	0	0.000178448	8.81e-05	0.000511077	0.000506022	0.000145178	0	0.000284992	0.000106566	0.003838853	2.43e-06	0.000177104	0.000197304	0.0002153	4.8e-05	0	0	7.64e-05	1.27e-05	5.11e-05	0	1.49e-05	9.59e-05	0	0.000142293	0	4.86e-05	0.001249619	0.000193504	0.000286852	0	0	4.42e-05	2.4e-06	0.000630554	0.000223002	0.00012561	0.000260105	0	0.000463391	0.000128359	0	8.4e-05	0.000376978	0.000115525	0	0.000994477	0	7.16e-05	0.000218923	0.000547504	9.84e-05	0	0.00025329	4.79e-05	0.005733879	1.96e-06	0.000720236	7.77e-05	0	9.17e-05	0.000116571	1.95e-06	0.000461182	0.000383947	1.48e-05	0.00198247	0.000374068	0.000304123	0.000790778	2.28e-06	1.57e-05	2.14e-05	1.35e-05	1.84e-05	0.00097708	0.000197237	0.000183677	0.000771399	0.000770173	9.79e-05	0.000631945	0.000508699	0.000419476	3.17e-05	0.000233505	0.000372338	0.000740144	0.005053072	1.26e-05	1.11e-05	4.48e-05	8.61e-05	7.53e-05	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D_sp905373625	0	1.34e-05	0	2.3e-06	0	0	0	2.53e-06	1.35e-06	3.67e-06	2.02e-05	3.45e-06	0	2.78e-06	1.47e-05	6.49e-05	0	0.000197783	2.06e-06	0.000277903	0	0	0	0	0	2.31e-05	0	0	0	0	0.000150757	0	0	5.62e-05	0	5.39e-06	0	0	6.24e-05	4.02e-06	6.24e-06	1.56e-06	0	0	0	0	3.24e-05	0	0	0	0	0	1.1e-05	0	0	0	0	0	0	7.78e-06	0	1.52e-05	0	0.000200313	0	0	0	2.69e-05	0	4.21e-06	0	0	0	0	0	5.41e-06	0	0	0	0	0	3.88e-06	0	2.54e-06	0.000853829	6.87e-06	0	0	4.4e-06	7.38e-06	0	0.000315012	3.58e-06	0	1.7e-05	0	2.46e-05	2.98e-06	0	0	6.56e-05
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D_sp905373665	0.000548281	0.002557773	2.62e-06	4.05e-07	6.38e-07	0.000204494	3.88e-06	0.000955576	0	1.04e-06	0.004864942	1.05e-05	0	1.77e-05	2.77e-06	0	0	0.00024866	0	0.002334056	0	0	0	0	0	0.000118287	0	0	0	0	0.000480191	0	1.55e-06	2e-06	0	0	1.07e-06	0.001731651	0.001113459	1.62e-05	0	2.58e-05	0	0	0	0	9.03e-05	0	4.04e-06	0	0	0	0.003452982	3.18e-06	0	0	0	0	0	1.85e-05	2.17e-06	0	3.88e-05	0.002835694	0.001282995	0	0	4.3e-06	0	0	0	0	0	2.18e-05	2.12e-06	0.001184223	5.34e-06	0.0002826	6.35e-07	8.13e-07	0.000162468	5.47e-07	0.001131414	1.03e-06	0.000144857	0.001362733	0.000117483	3.41e-06	0	0	6.91e-05	0.001136091	2.63e-05	0	0	0	0.000717406	7.56e-06	2.19e-06	0	3.44e-05
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bacteroides_F	Bacteroides_F_pectinophilus	0	0	0	0	0	0	0	1.42e-05	0	0	0	0	0	0	0	0	0	0	0	1.42e-05	2.98e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.7e-05	0	0	0	0	6.71e-06	1.45e-05	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25e-05	0	0	0	0	0	0	0	2.53e-05	0	2.78e-05	0	0	0	0	0	1.95e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.78e-06	0	0	6.17e-06	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_acidifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44e-06	0	0	0	0	0	2.64e-06	0	0	1.56e-05	1.03e-05
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31e-05	0	0	0	0	0	0.000144406	0	0	0	0	1.12e-05	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07e-05	8.67e-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_clarus	0	4.85e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_faecichinchillae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis	0	0	0	0	0	0	0	5.23e-06	2.56e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.38e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0.000624127	0	8e-06	0	0	0	2.09e-06	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis_A	0	0	1.58e-06	2.7e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.21e-06	0	0	0	0	0	0	1.13e-06	0	0	0	0	0	0	2.48e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6e-06	0	0	0	0	0	0	0	0	0	0	0	2.94e-05	0	0	0	0	0	0.000290035	7.63e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_heparinolyticus	7.33e-06	3.78e-06	4.59e-05	3.4e-06	6.44e-06	3.8e-05	2.7e-06	0.000641763	1.54e-06	0.000489562	0.000169071	0.002576975	2.51e-05	1.03e-05	6.91e-06	1.25e-05	0	0.000690241	8.63e-05	0.005593663	0.001073216	0.000551611	5.33e-06	7.81e-05	0.000127132	0.002393816	0	0.000131546	0	2.86e-06	0.001350113	2.77e-06	3.96e-05	8.19e-05	9.95e-07	7.26e-07	0.000258818	1.1e-05	0.002779013	6.3e-06	0.000789111	0.002638431	4.15e-06	0.000116359	0	0.000303726	0.000560445	0.000210694	1.48e-06	5.43e-06	8.95e-06	0	0	0	1.72e-06	1.42e-06	0	0	0	3e-06	0	0.000189895	0.000302356	4.74e-06	0.000228604	0.000353466	0	0	0	2.49e-05	0	0	0.000383858	0.000323551	1.47e-05	0	4.73e-06	2.44e-06	0	0	0	1.56e-06	2.3e-05	0	0.000167949	0.00131699	0.000125743	0	1.62e-05	0	2.69e-05	5.5e-06	1.57e-06	4.18e-06	3.57e-05	0	1.53e-06	1.61e-06	0	0	6.29e-05
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_intestinalis_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_pyogenes	0	5.42e-06	2.78e-06	2.09e-06	1.02e-06	0	0	6.46e-06	0	0	0	2e-05	0	4.58e-06	3.99e-06	5.13e-06	0	6.56e-06	0	1.02e-05	4.19e-06	0	7.37e-06	2.89e-06	1.97e-05	1.07e-05	0	3.3e-06	0	2.57e-06	8.49e-06	1.83e-06	0	6.04e-06	0	0	0	7.47e-06	1.88e-06	0	3.73e-06	1.26e-05	2.42e-05	1.43e-05	0	1.1e-05	1.09e-05	8.36e-06	8.1e-06	0	3.8e-06	0	0	0	0	0	0	0	0	0	1.8e-06	0	1.1e-05	0	0	6.09e-06	1.04e-05	4.51e-06	0	4.9e-06	0	0	0	9.47e-06	3.16e-06	4.41e-06	0	0	0	0	0	1e-05	0	0	0	1.03e-05	0	0	0	0	8.28e-07	6.58e-06	6.3e-06	8.81e-06	5.62e-06	0	0	3.67e-06	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_pyogenes_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp002491635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13e-06	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp014385165	0	2.62e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97e-06	0	0	0	0	0	0	0	0	0	1.66e-06	0	0	0	0	0	0	0	0	0	1.89e-06	0	0	0	0	0	0	0	0
